full_name,county,state,state_abr,population,unemp,health_ins,poverty,SNAP,no_comp,no_internet,home_broad,broad_num,broad_avail,broad_cost,population_bbn,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Menard County, Texas",Menard,Texas,TX,2138.0,3.5,31.4,9.9,10.7,24.4,42.6,56.7,1.0,1.7,99.95,1982.0,89.0,3.0,10.0,4.0,7.93,98.0,0.0
"Midland County, Texas",Midland,Texas,TX,176832.0,2.1,17.5,9.0,6.8,8.7,16.3,83.6,7.0,95.8,52.42,134281.0,29.95,10.61226830303617,22.43863242007432,12.864537797603534,89.0489070680141,99.85425339400211,0.0
"Milam County, Texas",Milam,Texas,TX,24823.0,5.0,13.4,14.6,13.3,21.0,35.4,63.6,6.0,24.7,54.99,24242.0,55.0,3.5450870390231826,16.63748865605148,6.441465225641449,11.2801617028298,99.99999999999999,1.0
"Mills County, Texas",Mills,Texas,TX,4873.0,3.3,20.7,16.9,6.6,18.9,28.9,69.9,1.0,69.1,104.95,4691.0,89.0,2.9464932850138563,12.218929865700277,4.946493285013856,26.42133873374547,96.31698998081431,0.18972500532935407
"Mitchell County, Texas",Mitchell,Texas,TX,8545.0,3.5,14.1,9.1,6.9,18.1,29.5,68.1,1.0,6.7,69.98,8197.0,,5.0,17.0,5.0,14.01,1.0,0.0
"Montague County, Texas",Montague,Texas,TX,19818.0,2.8,19.5,14.2,12.0,14.8,29.9,69.9,5.0,23.5,45.0,18868.0,45.0,5.3182637269450925,16.852342590629636,6.803582785668857,17.77500423998304,100.0,0.48531905872376513
"Montgomery County, Texas",Montgomery,Texas,TX,607391.0,3.4,14.3,9.9,6.8,6.1,12.0,87.7,13.0,94.5,79.13,446351.0,29.95,9.292471619868667,16.40934376757305,10.844373598356452,114.62090825381816,96.32170421932513,0.5693546110572172
"Moore County, Texas",Moore,Texas,TX,20940.0,2.3,16.6,15.4,8.9,13.3,22.0,77.9,2.0,90.9,72.0,18288.0,55.0,4.768482064741907,13.882272528433948,6.768153980752406,36.99151301399825,97.16212817147857,0.11543088363954505
"Morris County, Texas",Morris,Texas,TX,12388.0,5.3,14.5,16.3,16.0,18.7,22.8,77.0,2.0,68.3,57.47,13751.0,40.0,5.087048214675296,11.629408770271253,4.728819722202021,18.894976365355248,70.22165660679222,0.5610501054468766
"Motley County, Texas",Motley,Texas,TX,1200.0,3.5,20.4,9.6,13.8,11.8,30.3,69.5,3.0,94.1,81.28,1039.0,69.95,2.0,9.38594802694899,3.692974013474495,32.8221270452358,95.53512993262753,0.0
"Nacogdoches County, Texas",Nacogdoches,Texas,TX,65204.0,3.7,18.9,24.4,16.7,14.0,23.5,75.8,3.0,82.9,36.98,65646.0,29.95,4.693446668494652,12.493647747006673,4.283551168388021,52.957517289705386,82.76834841422172,0.19684367669012584
"Navarro County, Texas",Navarro,Texas,TX,50113.0,3.2,17.4,18.2,18.4,15.5,28.4,71.1,4.0,61.0,58.33,48443.0,35.99,5.195446194496625,16.45672233346407,8.646512396011808,45.639149722354105,100.0,0.4192762628243503
"Newton County, Texas",Newton,Texas,TX,13595.0,6.3,16.5,20.6,14.4,21.1,36.3,62.7,1.0,25.1,57.5,11171.0,55.0,3.0362545877719094,8.751320383134903,3.6080923820606925,15.824279831707099,35.70271238027034,0.2549458419120938
"Nolan County, Texas",Nolan,Texas,TX,14714.0,2.9,17.3,15.1,12.3,14.8,29.5,70.4,4.0,78.4,48.31,14019.0,40.0,5.799058420714744,16.63713531635637,4.992082174192168,55.181445181539345,86.98815892717028,0.07304372637135317
"Nueces County, Texas",Nueces,Texas,TX,362294.0,4.1,17.0,16.4,16.8,12.8,21.0,78.8,8.0,97.4,51.87,339819.0,29.95,6.557929368281349,16.186646420594492,10.49146163104476,78.99189898151663,100.0,0.4086145860001942
"Ochiltree County, Texas",Ochiltree,Texas,TX,9836.0,2.7,20.9,12.2,9.0,12.3,27.6,71.8,3.0,90.8,67.5,10097.0,25.0,3.9579082895909674,13.915816579181936,5.957908289590967,26.474898484698425,91.93295038130137,0.0
"Oldham County, Texas",Oldham,Texas,TX,2112.0,2.8,10.8,12.0,6.5,14.4,23.3,76.1,2.0,54.1,89.0,2674.0,89.0,4.693717277486911,10.693717277486911,3.7868362004487657,14.186047120418847,46.894540014958864,0.5863874345549738
"Orange County, Texas",Orange,Texas,TX,83396.0,5.2,15.4,13.8,15.7,13.5,23.2,76.6,4.0,88.9,66.54,84826.0,29.95,5.803397543206092,12.803397543206092,5.071900124961687,90.20108740244736,85.76534317308372,0.0
"Palo Pinto County, Texas",Palo Pinto,Texas,TX,29189.0,3.1,18.6,17.7,12.7,15.2,27.2,72.3,4.0,69.4,40.0,29549.0,40.0,3.6454702358793867,13.627804663440386,7.567430369894074,66.74796676706488,100.00000000000001,0.21269755321669093
"Panola County, Texas",Panola,Texas,TX,23194.0,4.0,17.4,15.9,14.0,20.0,29.1,69.3,9.0,51.4,69.15,22904.0,40.0,7.2721358714635,15.972930492490395,8.665473279776458,16.877079112818723,59.90840027942717,0.3897572476423332
"Parker County, Texas",Parker,Texas,TX,142878.0,2.9,13.9,8.3,7.4,7.3,15.8,83.8,8.0,56.8,55.24,102227.0,35.0,5.662897277627241,17.174992907940172,9.57632523697262,51.86649515294394,100.0,0.4273137233803203
"Parmer County, Texas",Parmer,Texas,TX,9605.0,2.2,20.5,16.4,9.3,19.9,39.1,59.9,4.0,51.6,56.96,9794.0,40.0,6.557688380641208,14.046865427812946,5.457933428629773,19.336858280579946,61.18991219113743,0.22115580967939555
"Pecos County, Texas",Pecos,Texas,TX,15823.0,3.3,20.3,12.3,7.3,22.5,39.2,60.5,3.0,71.7,71.33,14207.0,64.0,7.712465685929472,17.711269092700782,5.918420496938129,45.347677905257974,79.36897304145845,0.06278595058773843
"Polk County, Texas",Polk,Texas,TX,51353.0,4.7,18.4,17.3,15.9,18.3,32.3,66.3,3.0,45.6,64.3,45217.0,29.95,9.756043081142048,15.673397173629388,8.970121856823763,27.300461773226882,52.80241944401442,0.2808678152022469
"Potter County, Texas",Potter,Texas,TX,117415.0,2.7,21.7,20.1,16.1,15.6,29.9,69.8,2.0,91.4,74.72,111706.0,35.0,8.540481263316204,17.748026068429628,7.225180384222871,72.36766610567025,97.18705351547811,0.35182532719818094
"Presidio County, Texas",Presidio,Texas,TX,6704.0,6.5,30.0,33.4,31.9,37.1,54.2,45.8,1.0,14.2,75.99,7745.0,90.98,4.296320206584893,10.942672692059393,3.0,15.472357650096836,30.955971594577147,0.663395739186572
"Rains County, Texas",Rains,Texas,TX,12514.0,3.0,20.1,11.1,9.8,16.0,27.7,71.9,2.0,8.7,44.97,9898.0,40.0,4.566174984845423,17.20771873105678,6.566174984845423,4.20869468579511,99.99999999999999,1.0
"Randall County, Texas",Randall,Texas,TX,137713.0,2.4,10.7,8.7,6.3,6.5,13.5,86.2,3.0,97.2,47.5,119538.0,35.0,8.987744482925931,17.58280212150111,7.754538305810704,72.249718164935,98.59083304053941,0.055789790694172565
"Reagan County, Texas",Reagan,Texas,TX,3849.0,2.5,24.7,14.8,4.4,13.3,30.3,69.7,1.0,1.3,54.98,3390.0,49.99,4.0,14.0,3.0,30.28,1.0,0.0
"Real County, Texas",Real,Texas,TX,3452.0,4.0,27.6,22.8,6.8,21.6,36.9,62.3,6.0,68.2,66.96,2052.0,29.95,5.742690058479532,9.6140350877193,6.742690058479532,12.23906432748538,93.84210526315789,0.1286549707602339
"Red River County, Texas",Red River,Texas,TX,12023.0,4.6,14.5,18.4,13.0,26.6,36.6,62.0,2.0,78.0,44.97,9633.0,40.0,3.3894944461746084,11.933354095297416,6.0,37.60753555486349,96.93979030416278,0.19474722308730405
"Reeves County, Texas",Reeves,Texas,TX,15976.0,1.7,20.5,11.6,12.1,23.2,42.6,56.7,2.0,67.7,34.99,13816.0,,5.919585987261145,16.81224667052692,7.810437174290677,14.826366531557616,73.21171105964099,0.05457440648523451
"Refugio County, Texas",Refugio,Texas,TX,6948.0,3.7,15.9,18.4,14.4,21.1,31.4,68.3,1.0,70.9,65.0,7475.0,69.99,2.683210702341137,15.049632107023411,5.052173913043479,18.189234782608693,86.99103678929765,0.3182608695652174
"Roberts County, Texas",Roberts,Texas,TX,854.0,3.1,8.2,12.2,4.2,4.8,20.3,79.7,1.0,64.1,59.99,837.0,,2.0,12.0,5.0,6.26,72.0,0.0
"Robertson County, Texas",Robertson,Texas,TX,17074.0,3.6,15.0,12.6,14.8,16.9,28.6,71.2,5.0,39.5,74.72,15653.0,40.0,4.741583083115058,17.08618156263975,8.08618156263975,19.336483741135883,98.57733341851402,0.22845460934006262
"Rockwall County, Texas",Rockwall,Texas,TX,104915.0,3.1,11.2,5.7,3.8,3.8,8.6,91.3,9.0,95.7,51.87,78831.0,29.95,11.622914843145463,23.61142190255103,13.338686557318821,124.81508974895664,93.46274942598723,0.00372949727898923
"Runnels County, Texas",Runnels,Texas,TX,10264.0,2.8,15.6,14.2,10.3,20.6,32.9,66.6,3.0,71.0,44.98,11065.0,25.0,3.595210122006326,14.416629010393132,5.609670131043831,22.087000451875284,98.4179846362404,0.24066877541798465
"Rusk County, Texas",Rusk,Texas,TX,54406.0,3.6,19.3,12.8,12.2,19.0,37.7,60.8,10.0,60.6,69.6,44878.0,40.0,6.9341548197335,15.163108872944427,6.989527162529525,45.245834484602696,55.68369802575872,0.35257810062837025
"Sabine County, Texas",Sabine,Texas,TX,10542.0,6.6,14.6,21.4,10.2,15.6,26.9,72.1,1.0,65.5,70.0,10070.0,70.0,3.025521350546177,7.850148957298908,4.623733862959285,28.613794438927506,70.1485600794439,0.0
"San Augustine County, Texas",San Augustine,Texas,TX,8237.0,4.8,15.4,24.0,17.9,26.9,34.7,64.6,1.0,16.6,48.33,8219.0,40.0,4.610901569534007,9.805450784767004,4.0,35.00011436914466,16.618445066309768,0.1945492152329967
"San Jacinto County, Texas",San Jacinto,Texas,TX,28859.0,4.6,19.6,14.9,16.3,13.7,25.9,73.7,8.0,37.0,75.48,31426.0,35.0,7.652485203334819,14.716190415579458,8.51804238528607,18.486415070323936,54.66282695856934,0.5317889645516451
"San Patricio County, Texas",San Patricio,Texas,TX,66730.0,5.4,17.4,16.4,15.3,13.4,30.2,69.7,2.0,90.5,66.25,69254.0,55.0,3.3866635862188468,15.248909810263667,6.970341063332081,55.14217012735727,100.0,0.45106419845785084
"San Saba County, Texas",San Saba,Texas,TX,6055.0,2.9,19.0,15.1,8.6,20.2,28.7,70.5,2.0,72.0,78.3,5936.0,89.0,3.535714285714286,13.097540431266847,5.667789757412399,19.043798854447438,81.54278975741241,0.09417115902964959
"Schleicher County, Texas",Schleicher,Texas,TX,2793.0,2.9,21.1,14.8,5.7,17.9,31.1,66.9,0.0,0.0,,3377.0,,1.0,10.0,2.0,23.11,0.0,0.0
"Scurry County, Texas",Scurry,Texas,TX,16703.0,3.2,15.3,14.0,6.8,13.4,29.0,70.5,1.0,77.7,47.5,17082.0,40.0,6.585938414705538,14.571244584943216,4.806170237677087,70.38447664207938,80.57797681770283,0.0690200210748156
"Shackelford County, Texas",Shackelford,Texas,TX,3265.0,2.2,12.9,14.8,9.4,25.9,28.9,70.9,4.0,40.1,51.22,3038.0,98.95,3.0,13.499670836076366,3.499670836076366,8.008406846609612,20.822909809084926,0.16655694535878868
"Shelby County, Texas",Shelby,Texas,TX,25274.0,3.9,24.4,23.3,18.1,19.9,34.5,64.0,2.0,13.4,71.23,26389.0,40.0,4.914623517374664,11.59335329114404,4.756830497555799,23.404275266209403,14.951153889878357,0.3412406684603433
"Sherman County, Texas",Sherman,Texas,TX,3022.0,2.3,19.7,15.2,2.8,13.5,24.6,75.4,3.0,40.0,99.5,2366.0,89.0,4.0,13.0,5.0,6.2,41.0,0.0
"Smith County, Texas",Smith,Texas,TX,232751.0,3.3,17.2,16.4,11.7,10.6,20.3,79.4,3.0,91.1,66.47,226378.0,35.0,4.284356253699565,13.969877814982024,4.42050022528691,70.04131112563942,92.47527586602939,0.48330226435431
"Somervell County, Texas",Somervell,Texas,TX,9128.0,3.6,17.1,24.7,15.4,11.2,27.4,72.5,2.0,64.6,65.0,8413.0,59.0,2.8597408772138357,11.12789730179484,5.949126352074171,24.85869487697611,100.0,0.15951503625341734
"Starr County, Texas",Starr,Texas,TX,64633.0,9.8,33.4,35.3,41.2,23.3,46.5,53.2,2.0,93.7,54.99,61163.0,34.99,5.813759952912709,14.492356490034826,6.607687654300802,63.25193057894479,94.86889132318558,0.00822392622991024
"Stephens County, Texas",Stephens,Texas,TX,9366.0,3.1,20.9,22.6,13.0,18.8,29.3,70.0,2.0,81.3,44.99,8992.0,40.0,4.0,14.0,6.0,27.25,100.0,0.0
"Sterling County, Texas",Sterling,Texas,TX,1291.0,3.1,20.2,3.5,4.5,14.1,24.2,75.8,0.0,0.0,,1143.0,,1.0,10.0,2.0,5.11,0.0,1.0
"Stonewall County, Texas",Stonewall,Texas,TX,1350.0,2.9,14.8,13.2,7.2,20.1,29.4,69.9,3.0,82.1,74.76,1439.0,36.95,5.7526059763724815,12.628908964558722,6.814454482279361,51.57018763029882,84.98957609451007,0.0
"Sutton County, Texas",Sutton,Texas,TX,3776.0,3.7,17.6,8.3,5.5,21.6,42.7,57.3,1.0,81.8,58.31,4180.0,59.95,5.0,15.0,4.0,9.84,81.0,0.0
"Swisher County, Texas",Swisher,Texas,TX,7397.0,3.7,18.9,22.1,14.6,17.9,22.6,76.9,3.0,77.9,47.5,8373.0,40.0,5.0,12.289979696643973,6.838886898363788,124.12262749313268,83.13125522512838,0.13961543055057923
"Tarrant County, Texas",Tarrant,Texas,TX,2102515.0,3.3,16.3,12.9,10.8,6.9,15.3,84.3,10.0,99.1,56.81,1755648.0,29.95,7.4699506962671345,16.932696075750947,11.222982055628465,96.56584849013014,100.00000000000001,0.9999999999999998
"Taylor County, Texas",Taylor,Texas,TX,138034.0,2.9,13.5,15.6,13.8,10.8,25.1,74.7,7.0,97.5,54.99,137440.0,40.0,7.843255238649593,15.872220605355063,7.516305296856809,84.22328368742724,98.3908687427241,0.0986976135040745
"Terrell County, Texas",Terrell,Texas,TX,776.0,3.4,15.4,15.0,1.5,39.1,53.3,46.7,1.0,3.6,91.98,927.0,90.98,2.0,8.0,3.0,53.28,82.0,0.0
"Terry County, Texas",Terry,Texas,TX,12337.0,3.7,22.4,15.7,20.7,16.5,33.8,65.8,3.0,57.1,84.95,11451.0,64.95,7.0,18.0,8.0,42.68,80.0,0.0
"Throckmorton County, Texas",Throckmorton,Texas,TX,1501.0,3.8,17.4,14.7,6.5,18.2,33.1,66.1,2.0,62.5,63.28,1522.0,36.95,4.09526938239159,11.492115637319317,7.09526938239159,30.288120893561103,71.55519053876478,0.3015768725361367
"Titus County, Texas",Titus,Texas,TX,32750.0,4.2,18.2,19.1,16.3,20.1,32.7,66.2,2.0,65.8,49.98,31470.0,35.0,6.544200826183666,16.437210041309182,6.740069907848745,67.7284496345726,68.452875754687,0.1009532888465205
"Tom Green County, Texas",Tom Green,Texas,TX,119200.0,3.0,15.1,13.5,9.8,14.4,25.1,74.6,1.0,90.6,46.71,109546.0,29.95,3.3676720281890713,13.733910868493602,5.6563909225348254,70.0531462581929,96.9798988552754,0.15235608785350446
"Travis County, Texas",Travis,Texas,TX,1273954.0,2.6,13.5,13.1,7.9,5.8,13.3,86.5,8.0,98.9,58.98,1008976.0,29.95,7.556554367992895,17.270592164729386,10.789540088168595,126.5946661664896,99.7750134790124,0.7488195953124751
"Trinity County, Texas",Trinity,Texas,TX,14651.0,4.8,20.3,16.1,12.8,20.5,35.7,62.8,4.0,64.4,75.78,14616.0,40.0,3.530582922824302,9.503762999452654,5.294198139025725,11.263574849480023,68.15996168582376,0.30959222769567596
"Tyler County, Texas",Tyler,Texas,TX,21672.0,5.8,15.0,14.9,17.3,20.3,34.5,64.6,3.0,36.5,85.77,21145.0,55.0,4.0381177583353045,9.99607472215654,3.411208323480728,26.98840482383542,37.8333885079215,0.33643887443840154
"Upshur County, Texas",Upshur,Texas,TX,41753.0,3.7,16.9,13.3,13.5,15.1,23.4,75.9,3.0,88.2,56.4,35507.0,29.95,5.199284648097558,15.331174134677667,6.470583265271636,27.723989917481056,88.21336637846058,0.4023150364716816
"Upton County, Texas",Upton,Texas,TX,3657.0,2.9,12.9,19.2,6.1,19.8,50.8,49.2,1.0,0.5,60.0,3353.0,90.98,2.3390993140471217,9.940053683268713,3.339099314047122,10.336489710706829,65.61586638830897,0.669549657023561
"Uvalde County, Texas",Uvalde,Texas,TX,26741.0,3.8,21.3,17.0,19.5,25.3,35.3,63.9,6.0,87.4,66.47,26774.0,29.95,8.248972884141331,18.628669604840518,12.507806080525883,62.62942892358258,98.95335026518265,0.1865242399342646
"Val Verde County, Texas",Val Verde,Texas,TX,49025.0,3.4,18.6,19.9,20.6,19.3,30.4,69.5,1.0,97.4,87.99,48811.0,69.99,8.90877056401221,18.858228677961936,8.929216774907296,93.50119993444099,98.36295097416566,0.0057568990596381965
"Van Zandt County, Texas",Van Zandt,Texas,TX,56590.0,3.3,17.2,14.4,11.9,16.1,33.0,66.3,5.0,27.0,52.49,49754.0,35.0,4.869879808658601,17.884351006954212,8.502592756361297,26.289850263295413,96.47555975398964,0.8601519475821039
"Victoria County, Texas",Victoria,Texas,TX,92084.0,3.4,15.8,15.2,12.0,15.3,30.3,69.2,3.0,80.8,45.38,87596.0,29.95,4.8547536417187995,17.032821133385088,6.2031257135029,63.37419197223617,99.34307502625687,0.19790858030047032
"Walker County, Texas",Walker,Texas,TX,72971.0,3.9,13.4,24.1,6.2,10.2,22.6,77.0,6.0,71.7,78.4,68623.0,35.0,8.205689054690119,16.762965769494194,9.623697594101102,45.69367340396077,82.24139137024031,0.07484371129213237
"Waller County, Texas",Waller,Texas,TX,55246.0,3.7,20.0,16.9,12.8,11.5,30.7,68.5,9.0,36.8,49.98,38435.0,29.95,8.289787953688045,20.004605177572525,9.307740340835176,53.00586184467283,65.67698712111357,0.017952387147131522
"Ward County, Texas",Ward,Texas,TX,11998.0,2.3,17.7,13.0,9.6,18.8,30.9,68.6,2.0,49.8,47.5,10629.0,40.0,5.583592059459968,15.4365415373036,5.7432496001505315,35.47789443974033,65.10452535516042,0.14705052215636466
"Washington County, Texas",Washington,Texas,TX,35882.0,3.3,11.6,13.9,7.8,20.9,31.4,67.6,5.0,57.3,56.41,33822.0,29.95,8.153332150671162,22.60581869788895,11.819732718349002,37.52742800544024,99.5977765951156,0.18715628880610255
"Webb County, Texas",Webb,Texas,TX,276652.0,3.7,28.1,30.1,28.0,23.2,37.6,61.9,5.0,98.0,50.86,250180.0,29.95,7.1584499160604365,13.599508353985131,6.775821408585817,72.5731938604205,98.36146774322488,0.0017747222000159884
"Wharton County, Texas",Wharton,Texas,TX,41556.0,3.4,18.2,17.5,15.0,19.7,33.3,65.5,5.0,61.1,52.49,40633.0,35.99,5.266482907981198,17.598577510890166,5.041641030689341,46.37180124529324,66.80451849481948,0.23210198607043536
"Wheeler County, Texas",Wheeler,Texas,TX,5056.0,3.0,19.7,18.1,10.3,10.5,25.1,73.8,1.0,26.0,47.5,5589.0,,3.7444981213097153,14.587761674718196,3.8541778493469314,12.693691179101807,70.00894614421185,0.5299695831096797
"Wichita County, Texas",Wichita,Texas,TX,132230.0,3.2,13.8,18.4,14.3,13.7,25.8,73.8,5.0,92.8,64.98,137363.0,36.95,6.0964379054039295,16.84041554130297,6.423563841791458,56.560502245874076,93.43546661036815,0.3880520955424678
"Wilbarger County, Texas",Wilbarger,Texas,TX,12769.0,3.6,14.3,17.5,15.8,17.9,31.2,68.8,4.0,93.8,63.72,13410.0,36.95,3.920656226696495,14.8607009694258,5.906263982102908,28.55119910514541,95.15622669649514,0.026472781506338555
"Willacy County, Texas",Willacy,Texas,TX,21358.0,8.2,28.1,33.0,21.2,25.8,44.0,55.2,2.0,93.9,54.99,22286.0,34.99,2.7283945077627214,11.53764695324419,5.705285829668851,26.3017935026474,100.00000000000003,0.23929821412545993
"Williamson County, Texas",Williamson,Texas,TX,590551.0,2.8,9.4,6.7,4.7,4.3,8.7,91.0,9.0,95.0,65.82,434421.0,29.95,9.74758356525122,20.968489092378128,11.79320060494313,122.71651041271022,97.3874559471112,0.10121287875125742
"Wilson County, Texas",Wilson,Texas,TX,51070.0,2.8,14.3,10.5,8.1,11.0,18.4,80.9,3.0,17.6,65.0,38625.0,69.99,3.9478058252427184,18.656362459546926,5.862601941747572,50.98619288025889,100.0,0.18488025889967638
"Winkler County, Texas",Winkler,Texas,TX,8010.0,2.8,21.5,16.5,9.9,18.9,29.0,69.8,1.0,32.9,47.5,7099.0,,6.588392731370615,14.588392731370616,3.8627975771235388,24.534130159177348,41.52767995492323,0.13720242287646148
"Wise County, Texas",Wise,Texas,TX,69984.0,3.2,17.8,12.5,10.0,9.8,23.7,75.6,4.0,34.6,44.16,56480.0,25.0,3.4103399433427763,14.45989730878187,7.769228045325779,29.387975743626065,100.00000000000001,0.5239199716713882
"Wood County, Texas",Wood,Texas,TX,45539.0,3.9,13.7,14.2,10.5,14.7,23.6,75.6,4.0,64.9,56.97,35301.0,35.0,5.441885498994362,18.08484178918444,7.629783858814197,20.11702982918331,81.436616526444,0.6376589898303164
"Yoakum County, Texas",Yoakum,Texas,TX,8713.0,2.9,22.4,9.0,5.0,12.4,26.7,73.3,2.0,79.2,75.65,8596.0,64.0,4.503955328059562,14.255932992089345,7.4929036761284324,33.672730339692876,86.82445323406236,0.2259190321079572
"Young County, Texas",Young,Texas,TX,18010.0,3.0,18.6,12.1,10.3,13.6,27.0,71.7,2.0,78.3,47.98,18815.0,59.95,5.533988838692533,17.533988838692533,7.1694392771724695,39.427422800956684,99.5634865798565,0.07414297103374967
"Zapata County, Texas",Zapata,Texas,TX,14179.0,5.1,29.3,39.5,33.4,19.4,45.7,54.1,1.0,92.3,65.0,13798.0,55.0,4.9804319466589355,12.980431946658936,3.06638643281635,21.71772140889984,93.62748224380346,0.0
"Zavala County, Texas",Zavala,Texas,TX,11840.0,8.5,18.4,34.8,36.5,29.2,51.2,48.3,1.0,72.5,65.0,11690.0,69.99,2.6740804106073566,10.983832335329343,3.9402908468776734,36.86171685201027,82.86698032506416,0.16295979469632163
"Beaver County, Utah",Beaver,Utah,UT,6710.0,3.0,12.1,8.2,8.6,12.4,24.8,74.4,3.0,45.5,49.95,6466.0,34.99,3.9322610578410147,10.932261057841014,6.932261057841014,36.48348901948655,99.4135477884318,0.41354778843179707
"Box Elder County, Utah",Box Elder,Utah,UT,56046.0,2.6,7.5,9.3,7.6,9.4,16.1,83.0,4.0,84.6,61.64,47442.0,34.99,5.511023987184352,14.80000843134775,7.566944901142446,101.61523418068381,95.51020193077863,0.260233548332701
"Cache County, Utah",Cache,Utah,UT,128289.0,2.2,7.4,15.2,7.5,4.7,14.0,85.8,4.0,93.4,70.11,112656.0,34.99,5.069974080386309,14.902730436017613,8.092955546087204,85.82889797258912,95.889486578611,0.24925436727737535
"Carbon County, Utah",Carbon,Utah,UT,20463.0,3.7,10.6,15.8,13.2,11.9,21.1,78.6,2.0,94.9,74.21,21034.0,34.95,4.736141485214415,12.005419796519918,5.932680422173624,55.263082628125886,95.12570124560237,0.1563183417324332
"Daggett County, Utah",Daggett,Utah,UT,950.0,3.8,2.8,4.7,0.0,1.4,6.2,92.4,1.0,4.1,70.0,1059.0,34.99,2.0,8.497639282341831,4.748819641170916,86.81986779981114,57.284230406043434,0.251180358829084
"Davis County, Utah",Davis,Utah,UT,355481.0,2.4,6.3,5.5,5.7,3.9,9.3,90.3,5.0,98.5,58.73,299853.0,34.99,4.257436143710419,14.591893361080261,8.454222569058839,84.45321407489669,99.98896125768293,0.18538083660993884
"Duchesne County, Utah",Duchesne,Utah,UT,19938.0,3.9,14.9,13.3,11.1,10.0,16.8,82.9,2.0,81.3,66.66,20567.0,34.99,3.1005008022560414,9.829192395585162,5.122477755627948,27.085247240725433,87.052900277143,0.30899012981961393
"Emery County, Utah",Emery,Utah,UT,10012.0,4.0,9.8,12.8,8.2,12.5,21.8,77.9,3.0,96.4,61.72,10800.0,34.95,3.6331481481481487,9.712962962962962,4.633148148148148,36.14066666666667,95.0412037037037,0.7023148148148148
"Garfield County, Utah",Garfield,Utah,UT,5051.0,6.2,16.2,17.8,4.5,9.1,20.3,78.6,2.0,98.0,42.47,5133.0,34.99,2.249951295538671,8.00038963569063,4.6614065848431725,96.89258328462888,99.88252483927528,0.31190337034872395
"Grand County, Utah",Grand,Utah,UT,9754.0,3.9,16.2,8.4,7.7,7.6,13.3,86.2,1.0,93.0,52.59,9833.0,34.95,3.9798637241940407,10.967456523949966,4.9813891996338855,31.672291264110648,92.42306518865047,0.0
"Iron County, Utah",Iron,Utah,UT,54839.0,2.9,12.7,19.6,10.8,6.0,16.0,83.6,6.0,89.3,60.47,46104.0,34.99,7.973538087801493,16.78912892590665,12.308281277112616,49.72234795245532,99.86025073746313,0.10944820406038522
"Juab County, Utah",Juab,Utah,UT,12017.0,2.5,12.1,11.4,5.4,9.5,20.2,77.5,3.0,73.9,80.46,10080.0,34.99,4.334424603174603,12.451289682539683,7.5228174603174605,50.8920119047619,97.76438492063491,0.16706349206349205
"Kane County, Utah",Kane,Utah,UT,7886.0,2.9,14.3,12.8,4.1,9.8,23.3,76.1,2.0,88.4,64.97,7243.0,34.99,3.374844677619771,11.675272677067511,6.105066961203921,105.33132679828798,94.01242579041833,0.1986745823553776
"Millard County, Utah",Millard,Utah,UT,13188.0,2.8,14.9,11.4,8.7,7.3,17.4,81.9,2.0,58.9,68.96,9756.0,34.99,4.920254202542026,10.234624846248462,6.339278392783928,12.899942599425994,74.12802378023781,1.0
"Morgan County, Utah",Morgan,Utah,UT,12124.0,2.4,6.1,3.0,2.2,3.5,6.9,92.3,5.0,91.7,69.97,9469.0,34.99,6.924384834723836,13.905481043404794,9.886577252085754,34.46582849297709,92.15123033055234,0.01890379131904108
"Piute County, Utah",Piute,Utah,UT,1479.0,4.8,22.2,17.1,8.4,16.2,30.3,67.1,1.0,100.0,59.99,1156.0,79.99,1.4057093425605536,6.21712802768166,3.811418685121107,10.673226643598614,100.0,0.40570934256055363
"Rich County, Utah",Rich,Utah,UT,2483.0,3.1,12.5,15.9,2.7,6.6,19.0,76.3,3.0,63.5,77.15,2264.0,34.99,3.186837455830389,8.526943462897526,4.340106007067138,48.45736749116608,86.27429328621909,0.517226148409894
"Salt Lake County, Utah",Salt Lake,Utah,UT,1160437.0,2.5,11.3,9.8,7.0,5.6,14.1,85.4,6.0,99.2,60.98,1031391.0,34.99,5.463194850449537,15.34350891175122,9.462010042748094,81.48621156283116,99.89878038493647,1.0000000000000004
"San Juan County, Utah",San Juan,Utah,UT,15308.0,5.1,21.0,26.6,15.2,35.0,45.8,52.7,1.0,25.5,52.59,12474.0,34.95,2.5831329164662495,10.145823312489979,3.5831329164662495,26.892078723745392,42.14582331248998,0.4169472502805836
"Sanpete County, Utah",Sanpete,Utah,UT,30939.0,3.2,11.5,16.5,8.8,8.9,18.8,80.1,5.0,90.1,79.97,27973.0,34.99,3.6180960211632645,10.596468022736213,6.431880742144211,37.203975619347226,97.2466664283416,0.6315018053122654
"Sevier County, Utah",Sevier,Utah,UT,21620.0,3.1,13.3,13.4,11.1,8.2,18.3,81.0,4.0,93.7,68.63,18975.0,34.99,4.149196310935441,11.649802371541503,7.717417654808959,44.769985770751,100.0,0.5031884057971014
"Summit County, Utah",Summit,Utah,UT,42145.0,2.4,8.1,6.5,1.2,4.0,7.7,92.1,6.0,92.7,102.47,37371.0,34.99,6.425463594765995,13.257231543175187,8.475288325171928,55.40507452302588,96.29252629043913,0.36365095929999197
